reviews[].excerpt,reviews[].date,reviews[].user.name,reviews[].user.rating,review[].user.useful,reviews[].user.funny,reviews[].user.cool,reviews[].user.status
"Good strong drinks and Guiness on tap - everything a good Irish pub should be. And they serve pretzels and peanuts at the bar. The layout is a little convoluted - it's easy to bump into people sitting at tables if you're trying to make your way back to the bar from the bathroom, but this place generally attracts friendly, laid back people who won't make a kerfuffle about having their chairs bumped a little.",6/1/2007,Aivy C.,4,1,0,0,664
"So first off before I tell the tale of this place, yes I did like it, yes I did have a good time and the day I went, yes, it was Mardi Gras.

So after walking around with friends around downtown SJ for Mardi Gras, being hollared at, not being able to get through to any place due to the streets being blocked off, finally we found this place.

Its an Irish Pub, a lot like any other ones here in the bay area I've gone to, complete with wood walls, thick wooden bar, smokers outside, people who drink alot, guiness signs and tough but fun looking bartenders.  The prices were normal, the place was pretty clean, the selection was pretty good for beer and liqour.  I got a little bit of attitude from the bartender for asking for a drink he didn't know of but everyone else was great.

So the craziness you ask?  The bouncer hit of me by asking me ""If I come there often?""  (seriously)  I saw a little skinny guy try and take on this big dude, twice . . . . . and a girl who was walking in front of me to the bathroom seriously turned her head to side, puked and walked on liked nothing happened, I almost hurled right then and there.

But it made for a crazy night and that's all I can ask from an Irish pub.",5/21/2007,Sabrina A.,4,0,0,0,919
"his used to be the greatest bar in all of the world....actually san jose.  I never had a better time than coming here on sundays.  Eating lamb stew, tossing back pints of harp, toasting with 3 fingers of glenlivet, and listening to the traditional irish folk songs.....but i dont think they serve the stew anymore.",4/11/2007,sean s.,5,2,1,1,11
"When I go get a drink, I go here.  I got tired of my other usual spots (Cinebar and Caravan).  This place doesn't get as crowded as every other bar in San Jose and they have a great beer selection.  I can actually talk to my friends at this bar without having to yell directly into their ears.  

The bartenders are great and move quickly, which enables more drinking time and limits waiting time.  

If only they had $2 dollar PBRs for when my money situation are rough...",3/19/2007,Gene A.,4,1,0,1,411
"I might go down here w/some friends tonight, since it's St. Patty's day today.  I've been there a couple of times.  Don't have any real complaints except it can be crowded on peak nights.  There's an older crowd here, compared to the other places in downtown SJ.  It's really nice to not have to worry about a spot for your car.",3/17/2007,Katherine L.,4,0,0,0,474
"Good place to grab a beer, friendly enough crowd and a great bartending staff.  Prices are what you can expect of most bars or pubs, and it's a nice atmosphere.  I'm all about this place.",2/8/2007,Cody G.,3,0,0,1,99
"A great place to stop for a Harp before a Sharks game. Food is OK. Bartenders are funny and personable. The crowd is very ""San Jose""...meaning pretty chill and low-profile. It's reliable, looks authentic enough, and they have great beer on tap. For an Irish pub, you can't ask for anything else.",2/7/2007,Tolga E.,3,0,0,0,395
"This is our before and after meeting place when attending anything at the Shark tank (Sharks, Stealth, etc.).  What I really like about O'Flaherty's are the friendly staff (and patrons too) and the authentic feeling of an Irish pub...the owners are from Galway (west side of Ireland).  From the Gaelic street signs that hang from the posts between the seating area and the bar, to the black and white photos of old Ireland and its inhabitants, this bar is wonderful.  The dark mahogany bar and tables may make it seem dark and dreary to some, but this is reflective of a typical Irish watering hole. The people (oh, and the Guinness) are who/what make it cheery!  Oh those Irish accents.  

We don't usually go there for food, but I have seen chicken wings and other munchies come out regularly.  I understand that it is service from the restaurant next door...nice arrangement!  Go have a black and tan, or Guinness straight up, and appreciate the shamrock carved in the thick, creamy head.  

Oh, and there's Free Parking at the San Pedro garage on weekends...Enjoy!",2/4/2007,Anne O.,5,2,0,1,144
"As others have already mentioned, O'Flaherty's is just about the most laid back watering hole in San Jose. This is definitely not one of the ""see and be seen"" joints that many of the young and hormonally imbalanced gravitate to on Friday and Saturday nights.

The decor is standard pub - dark and not all that comfortable, but the ale is flowing and the small selection of food items are pretty darn tasty for a venue like this.

So if you need an evening out and you're looking for some Strongbow or Harp - this is the place!

If they are still doing it, hit this wonderful little pub on Tuesday or Sunday evening for live music - it's well worth the effort.",1/28/2007,Craig R.,4,0,0,0,42
alright but id still rather drink at home it was a little dark and depressing.  maybe it was the weather that day.  haha,11/18/2006,Gian B.,3,0,0,0,35
"A cozy bar with friendly staff and Irish music.  They also serve fish n chips and sandwhices until ten.  

My friends and I had two good bottles of Pinot Noir to kill one day and we were looking for a casual place to eat.  The bar tender (I think he's the manager; he's there all the time) allowed us to dine there and didn't charge us a corkage fee for the wine.  So of course we had to invite him to partake in the wine tasting with us.

It's pretty easy going on most nights except when there's a Sharks game going on (or something of the sort).  O'flaherty's is just a down-to-earth, no nonsense, drinker's kind of bar.",11/12/2006,mai d,4,0,0,0,50
Best Irish pub in town especially when Ray O'Flaherty is in attendance.  Good craic that!,10/26/2006,Kevin J.,4,0,0,0,14
"So went to have a boys day out after reading reviews on Yelp. Thank you guys. It was a fun hour spent listening to some live Irish music and drinking Guiness.

As already said on the reviews, the staff is friendly. Went to smoke some hookah after that right on Market.

Free parking between San Pedro and Market was a real plus.",10/15/2006,Mayank R.,3,0,0,0,178
"i'm going to try and keep this from being a biased review.....   constant bar munchies, a full food menu (used to be from blake's, but now from peggy...which means NO MORE calamari!!!!  ::pout::), ambience is at the right level, and best of all:  the nicest & honest staff you can find.   gets really crowded now, so parking will probably be on the 3rd or 4th floor.  bathrooms are clean.  and ALL birthdays should be here.   when the REAL international rugby teams come here, watch what happens inside from outside......",10/3/2006,Nick N.,5,0,0,0,66
"Just about the most mellow bar in downtown San Jose. Plenty of Guinness and a smallish outside area to enjoy a few pints. Gets crowded usually only after concerts and sharks games. Great place to chill and have a few pints if you don't want to deal with the crush of most of the bars downtown. They also get food from Blake's next door, so it's an alternative for getting a limited menu of the  food if you don't want to go through a full dinner experience.",7/10/2006,Kim N.,4,1,0,0,7000
whatever. the place is chill. the crowd is a bit older and pretty cool. one thug came by and knocked over the sign out front and everyone yelled at him.  fool got punkd.,5/22/2006,Victor B.,3,0,1,1,311
"this place has great staff , if its your bday ask for the bday-shot!
parking is free and easy accross the road, food places are all around when you get munchies,
peggy sues - next door,
sonoma chicken - accross the street
la vic's - around the corner",2/27/2006,vimal p.,4,2,0,0,277
Great beers and I found the bartenders to be very friendly. There are plenty of tables that you can sit down with a group of friends at.,1/5/2006,David K.,4,0,0,0,117
"Has its' own set of regulars every day of the week. The beer is served up steadily and service is great. If you're lucky, you get fiddle music with that.",12/21/2005,G B.,4,0,0,1,23
"Came across this great little Irish pub recently while looking for a place to kick back after an evening of dinner and comedy at the local Improv. O'Flaherty's is a laid back pub in the classic sense, and recently voted ""Best Authentic Irish Pub"" by San Jose Magazine. It has a relaxed and authentic feel  -- only nestled downtown in the restaurant district of San Jose. Good selection of beers on tap - emphasis on Irish ales/stouts of course. Food selections although limited, looked good - however didn't get to try since kitchen cutoff is 9:00. Hours? ""...open late [all week]"" :-)",9/18/2005,Greg V.,4,1,0,0,35
