excerpt,post_date,user_name,user_rating,rating_useful,rating_funny,rating_cool,user_status,reviews[].user.id
"i go here on tuesday nights, because... well, i super lurv karaoke, and this is the chosen karaoke spot for my friends on tuesday nights.

let's start with the food.  so far i've only had the late night food, and only the wings, pulled pork sliders, black and bleu sliders, cajun fries, and chicken tenders.  wow, that's actually more than i'd thought.  anyway, the black and bleu sliders were actually pretty freaking delish, but there's not a whole lot you can screw up with that.  the cajun fries are pretty tasty too.  my friend absolutely loves the wings, even though i think the sauce is too asiany, and would prefer a straight up buffalo sauce, instead of this half hoisin bit they've got going on.  the rest of the fare is just ok.  a lifesaver when drunk, but not something i would order if the other businesses in the area are still open.

as for the karaoke, it's probably the worst out of all i've been to.  (so why do i go, right?  sigh).  the kj and bartenders sing more than bar patrons, which i find to be very odd.  the songbook is really limited, and the kj's kinda douchey.

the beer selection is not bad.  they have a lot of beers on tap.  their drinks can be very pricey though, but the bartenders pour with a heavy hand, so everything weighs out alright.  although, once i'd asked for a vodka collins and the dude poured a shot and a half of vodka, a generous pour of sweetened lime juice, and soda water.  EWW, you call this a drink!?  3 ingredients dude!  vodka, sweet and sour, and sprite!  so... maybe stick to easy drinks for them... like a vodka cran or jack and coke or something... you know... something you can make yourself at home.

to be fair, rob, the general manager, is a super cool dude.  security's pretty cool too.",12/29/2009,jennifer l.,3,2,2,2,103,
"We went to San Jose Bar & Grill before the Metallica concert on Saturday night.  I've never eaten here before - but this is where we were meeting, so figured to give it a try.  They were pretty short staffed for a Saturday night in downtown SJ.  2 bartenders working the bar and the tables.  I flagged down the bartender and got him to get us some booze.  I walked over to the front desk and grabbed three menus and brought them back.  When the bartender returned with our drinks, I quickly ordered - figuring I wouldn't see the dude again for a while.  All three of us made it easy on him - three BBQ Bacon Cheeseburger with fries.

The food actually returned quickly - the burger was pretty pathetic.  Obviously once a frozen disc.  The bacon was thin and measly.  Finally, the fries were skinny little bitches.

On the plus side, they have like 20-30 beers on tap.  But the food sucks.  They should change the name to San Jose Bar, and eliminate the Grill... stick to drinking and late nights here.",12/13/2009,Joel V.,2,0,1,1,657,
I love their chicken! Def one of the best!! yum yum yum. They also have happy hour! This place is a pretty cool place to just come and chill. The service isnt too bad either. I def come back for the chicken wings. My friends didnt believe me that the wings are better than clucks... but now they cant help but come back for more =],12/1/2009,Mimi C,4,1,0,1,84,
Went there twice(Monday evening and Sunday during the day) last weekand really enjoyed myself both times.  The good was good and the beer was cheap.  The breakfast burritos were really good and who doesn't love tots!!  The bartenders were really friendly and everyone seemed to be having a great time.,11/23/2009,Erin M.,4,0,0,0,33,
"Ordered sampler which was good, but it didn't come with ranch or BBQ sauce. Had to ask for it. There was only one server, so service was a little slow. For lunch I ordered the chicken parmesan, which was ok. It was the same chicken and marinera from sampler, so it wasn't something new.  Overall it was ok. I'm sure it's better at night for drinks.",11/15/2009,Jordan M.,3,0,0,0,6,
"I originally gave SJ Bar and Grill two stars, but I'mma upgrade now just because I tend to have fun every time I come here.

It's cheaper to drink here then next door at Tres, and throughout the week they usually have drink specials for the whole night. This can consist of $3 shots to 50 cent Pabst's lol. The happy hour is good too, especially the cheap food.

The crowd though..not so glamorous! kinda creepy if you wanna say. I seen my fair share of weirdos here but it's downtown so what do you expect. But the crowd pretty much includes people who didn't want to pay cover at Tres or people who couldn't get into Tres! lol

So why 4 stars?! Like I said, I usually have fun here. There is usually no cover unless you go super late on a Friday/Saturday night. No dress code here, and they have plenty of places to sit and chill if you don't feel like dancing. Usually a group of 4-5 bartenders working, so you don't have to wait too long for drinks.

I don't come here on the weekends, but if I happen to be out during the week and just wanna chill with some friends, Bar and Grill is always one of our first choices!",10/26/2009,Donovan T.,4,0,0,0,412,
"My biggest complaint about this place, and this goes to lots of other bars and clubs, is the bathrooms. I know it sounds lame, but seriously, if I'm going to drink, it's going to have to come out sooner or later, and when I walk in to a gas-station-sized bathroom, with an attendant?-not sure what that was all about, I get turned off right away. Maybe I'm just dreaming, but wouldn't it be great to go to an awesome club/bar where the people who designed it didn't just say, 'Meh, throw in a couple of urinals and a stall, that's good enough.' If money is spent on leather couches, rockin stereo/pa system, good food, lights, the whole nine, then about $100 was spent on the bathroom?-why, not sure but this seems to be the case too often than not.",10/20/2009,Thomas Z.,3,0,0,0,22,
"I love coming to this bar every time there are Sharks Games and Karaoke (Tuesday @ 10pm). During Sharks Season you get 55 Cent Jumbo Buffalo Wings which are to die for, $4 Pitcher PBR's and $1 PBR Pints. You can't beat their sliders. 4 in the net, a Slider you will get.

Security is pretty cool. Beer PONG Tourneys....Dance floor, restroom is always cool, sometimes the guys get a guy to helps them out in the restroom, even free candy.... I love the Video DJ....so awesome...

Karaoke is always a blast, reminding me of Coyote Ugly, the bartenders sometimes jump up on the bar and sing.

Drinks are a little expensive but when it comes to knowing the bartenders, they will give you a pretty good discount sometimes...",10/16/2009,Helen G.,5,0,0,0,42,
"I've been to San Jose Bar and Grill on weekend nights only so from there I have my review. It's not deadly... or dangerous... so that 's just silly. If you're out looking for trouble though I'm sure it's a different story.

It sucks that this place has such a bad rap cuz it's actually just right for the purpose.. there's a bar CHECK!... there's a dance floor with a decent DJ CHECK... There's a restroom with more than 2 stalls CHECK! The security is fair... there is a cover after 10 or 1030... something like that.. but I've never had a bad time or a horrible experience. And the drink can be strong, but I've never had a weak drink here. So with that it's been a good time.

Chances are they're not going for much beyond that either so some patrons need to take it for what it is. I've never had the food, and I probably wouldn't.. but that's just me. Even if I did though... again I wouldn't be saddened if it was not the best I ever had.",10/12/2009,Katrina L.,3,1,1,1,16,
"this is a great place to just come and chill, drink, and eat  with your friends. My friends love the wings here and I think they are pretty good as well, a bit sweet though. The tater tots are delish!! Really crispy. The bartenders and servers are also extremely accommodating. Try it out!",10/1/2009,Christina H.,3,1,0,2,75,
"Not sure why the ratings are so low on this place. I've been here a few times and I must say, the music that they play here is always on point. It's really chill and is a fun atmosphere. The bartenders aren't shady on the amount of alcohol they give you. I haven't eaten here so I can't say anything about the food. But overall, this is my kind of bar to be at!",9/22/2009,Kathy T.,4,0,0,0,54,
"Tuesday Karaoke Nights!  For the past two Tuesday nights, I've been spending my time at San Jose Bar & Grill singing up with my friends. I've never been to a karaoke bar before, but from what I can imagine, this environment close to it...minus the tinsel curtains propped on a stage.

Even if you don't plan on singing on the mic, you'll find yourself singing along on some crowd favorites. The $3 kamikazee special on Tuesdays goes well with the karaoke crowd.  

SJBJ has been one my favs in the downtown San Jose area due to its open space around its rectangular bar. I tend to like bars where you can walk around compared to those up against a wall because (1) there's more bartenders, (2) you don't have breathing down your neck trying to get the bartenders attention, (3) more room to mingle!

The bartenders there are cool! Our group of friends tend to look for the bartender coined ""Dolphin"" for his Orange Julius shooter! (One of my favorite shooters!) Him and another bartender Jake/Jay gets the crowd into it on the karaoke nights serving and singing at the same time. Much props!

SJBJ is one of the few places to have their kitchen open late, so check out them tator tots and fries!

Definitely a spot I would go to and recommend!",8/20/2009,Paul D.,4,4,3,5,108,
"I'm surprised this place got such low ratings. I've been here twice on 2 different occasions. One night I came here on a Thursday night because all of the other places in downtown SJ had a line or had cover. Another night I came out on a Monady night just because we wanted some junk food and drinks. Both times this place did me well.

Thursday night was more of a club feel with the dance floor and club music. It wasn't too crowded since the more popular clubs in SJ had 70% of SJ waiting in their lines. They had drink specials and best of all...there is no cover or dress code. It's a real chill place.

Monday night is more of a bar environment. They also had a DJ that played some pretty damn good music (Lucy Pearl, Lupe Fiasco, etc.). If you come after 10 PM, they have 50 cent chicken wings (which were the best wings I have ever had...then again I don't normally order chicken wings anywhere else), $4 smirnoff drinks, and 50 cent PBRs. They also had beer pong where the dance floor would usually be. Very chill environment. The bartenders were friendly. Again, no cover!

This place is one you come to just chiiiill til the next episode. If you have expectations, you might be disappointed. Look at the name! Look at the decor! It's not trying to impress you! It's trying to invite you in and have you kick back. No cover, bomb chicken wings, good music, & chill atmosphere gets 4 stars from me!",8/4/2009,David P.,4,1,0,0,119,
"HOSPITAL FOOD! I swear this food was gross! We came in for lunch on a Saturday afternoon. I paid over nine bucks for my cheesesteak, and it was tiny--all of the meat, peppers and onions looked as if it was put through a food processor to make a paste that was slapped on a bun! It's a good thing my friend and I had a buy-one-get-one-free coupon, which made my sandwich come out to around $4.50, because I would never pay more than five bucks for that sandwich, even if I were drunk and starving!!!",7/31/2009,Ashley B.,1,0,0,0,44,
"The DJ on a Tuesday was hella nice. My friend was trying to get me to sing a song to him on his birthday and I just didn't want to. The DJ got me out of it! HAHA!! The music is great, and the people there are friendly as far as staff goes. Sometimes the people drinking get kind of pushy but that's at any bar after you have a couple of drinks... you start to get impatient.. and I agree with everyone that it is kind of weird to have security for the men's bathroom but not the women's WTF!
I have a blast every time I go to San Jose Bar & Grill, if you don't... then you're going there with the wrong people!",7/27/2009,Connie d.,5,0,0,1,19,
"So I guess if I came here when there was a cover I woulda given this place 1 star. hahaha.

Came on a Wednesday night around 10. A few people but not cracking. It was good though cause atleast we had a table! They have like Wingy Tango Wednesdays or something but the only actually good priced thing is the 1800 and maybe the Kamikazes for $3. Haha. Other than that .. oh maybe PBRs but I don't really like em. But don't even bother with the lil mini cups for $.50 just get a damn cup for $2. Other than that everything else we were drinking was regular priced. The AMF tasted hella strong, (good or bad thing depending on you).

Service was kinda slow so I just started ordering from the bar when no one was coming around our table. It's cool that there's that patio to smoke so you don't have to walk in and out over and over again.

Wings were gross. Not even hot, hella sweet. Oh and the bathroom was kinda gross. & there was an attendant for the guys and not the girls. WTH?",7/12/2009,Christine A.,2,0,0,0,128,
"my ex boyfriend has this saying ""its soo much better when your drunk"" now he was actually making reference the fireball at the boardwalk but it cerntainlly applies here to. If you go, pre game it so your already drunk when you walk in. The people were ok. The music was kinda coo. just ur regular hip hop top 40s with a little (i mean like 3 songs) of house. Of course they wait till 1:30 to do their Michael Jackson Tribute. They should have done it 12:45 when people are of their optimal drunkness. I would go again but it would have to be with a group of people who are already sloshed.

ps hurrican and corona= $15
Cover was $9 even for people who have enlarged mamory glands... i guess they were expecting people to tip them that one extra dollar...",7/4/2009,Ashley H.,3,1,3,1,441,
"Been here about 3 times..

They have beer pong on monday nights, happy hour, good music, nice music and affordable drinks and cheap food. Just don't order the sloppy joes- the meat was a bit game-y.

The weird thing is they have a bathroom attendant for the guys bathroom and not the girls. Service is a bit slow cause they're pretty short staffed for the amount of customers. Crowd is san jose state coeds or just got off from work. Great place for watching games at though cause there's a lot of tvs!",6/12/2009,Victoria Y.,3,0,0,0,636,
"So, this place is climbing the charts. If I didn't have such a bad experience the first time, I probably would have given this place 4 stars this time around.

I am guessing that the quality of your experience improves if

1) You do NOT go on a weekend (Try Thursday)

2) You are a regular who knows at least one bartender

I'm not a regular but a friend is and that made all the difference in getting excellent service, good drinks, and having a good time.

Thursday must be non-ghetto night while still having a decent crowd who was up for having a little fun including some chicas getting jiggy with it on the dance floor.", 6/9/2009 ,Mike T,3,1,1,1,263,
"Imagine being stuck in heavy traffic on the freeway.  You've all had those sadistic thoughts - ""there better be a huge accident to justify all of this"".  As  you slow down to check out the damage, a huge truck pulls up to the side of you, obstructs your view, and you end up missing the entire thing.  This is exactly what happens when you go to San Jose Bar and Grill.

In the midst of last year's and current Lakers NBA Championship run, there has been one thing that's been constant:

""CHECK THE AIRFLOW.""

One year later and they still haven't fixed the projectors at this place.  I don't know why no one has complained about this obtrusive rectangular message since it seems to cover up 80% of the screen real estate in the most crucial moments of time.  

Regardless, there really isn't much to say about this place.  

Food - I tried a couple of the sliders and they were incredibly greasy.  Their ""house mayonnaise"" is also very questionable.  
Service - The service is absolutely horrendous.  The waitress that we had demanded that we give her 20% tip since we only left 10%.  I know times are tough, but they're tough for everyone!",5/24/2009,Howard T.,1,3,1,1,54,
"MY WIIIINGS!!! My precious wiiiiiings!!

I've only gone back a couple of times eversince they did the unthinkable... THEY GOT RID OF THEIR $0.25 WINGS!!! =O Well, the wings are still there, but the price has flown away. I used to come here a lot for their $0.25 wing happy hour. I didn't mind paying for drinks with food being so cheap. But not only did the price fly away, so did the same wings I fell in love with. They used to be good sized wings that were crispy and a little sweet and savory at the same time. Now the more expensive wings have shrunk, aren't crispy and just don't taste the same.

Apart from the food, this place has a nice lounge in the front. Kind of rare for a bar. It's the area where you can escape from the noise inside a bit. The place can get kinda loud with all the people, TV's and DJ playing.

This place has seen better days in my opinion. Bring back the GOOD wings and maybe I'll come back in.",5/14/2009,Daisy T.,2,3,3,3,410,
"the place is ok, we came here cuz the places next door charged too much for cover. this one - girls free, guys $3.00.

big open area with a bar right in the middle. theres a lounge area in the FRONT of the place, which i thought was kinda weird since most lounge areas are towards the back.  the music was OK, there were times when it was just horrible.  small dance area in the back with a little step stage area for those crazy drunk girls willing to shake it in front of everyone.

drinks were good, bathrooms were surprisingly clean. the typical bar hopping crowd. overall not a bad place.",5/11/2009,Sara C.,3,1,1,1,703,
"I don't know where this place actually is. I think I've only been led here (a couple-few times) when I was absolutely faded...

No, I've been here before I started drinking, too. sheesh...

Perhaps what I'm trying to say is that my experience here has been unmemorable.

Wait... I'm beginning to remember... three out of five times, my girl-friend and I were the hottest chicks in there.
...Oh, drinks were typical Downtown price.

DJ suckes until about 11pm. Even then, nothing to call all your hot girl-friends about and have them rush out to meet you.",5/2/2009,Candice T.,2,3,1,1,331,
"This used to be one of my favorite bars in downtown San Jose back in the early 2000s. And then, like anything good in downtown San Jose, the ""ghetto flu"" took over and it's never been the same.

This place is located right in ""Crime Alley"" in downtown San Jose. For those who are not a geek like I am, ""Crime Alley"" is where Bruce Wayne's parents were murdered by Joe Chill. This tragic incident would be the driving force to make him Batman.

Well, San Jose Bar & Grill, along with Tres Gringos, Voo Doo, and Toon's are some of the most urban joints in downtown San Jose. The crowds are ridiculously ghetto. They tried making the line longer and adding a cover (gasp!) of $5, but the wannabe thugs and hood rats still show up.

I never come on the weekends anymore. It's too dangerous. You are better off grabbing a quick bite and few drinks for happy hour here.

The karaoke here on Tuesday nights is pretty bad. I came here the other night and the crowd is very R&B/Rap, which makes for pretty awful karaoke as R&B songs are extremely difficult to sing as they often have layered vocals (and the drunken singers have no idea which part of the song to sing, especially towards the end). Plus, people who do hardcore rap songs just look foolish.

Anyway, most of the people do not care if you are singing. They barely clap for anyone. And the venue proves to not work for karaoke as there is no stage and the lyrics are behind you. Plus, the huge central bar makes it hard for people to see you. I was able to stir up a standing ovation, but then again, I am the King of Karaoke.

What else would you expect? People not cheering? Oh, that only happens at the crappiest karaoke venues in Santa Clara county like Bronco's and 7 Bamboo.

Anyway, if the world can make a cure for the ""swine flu,"" then I am fairly sure they can cure the ""ghetto flu"" that is afflicting San Jose Bar & Grill.",4/30/2009,Archie G,2,14,18,12,962,
"went to sjbg last saturday for the first time. the boyfriend was going out with his coworkers, and i tagged along since i wanted to get my drink on.. haha. anyhow, upon first entering, i actually thought this place was pretty nice. couches when you first walk in, huge bar in the middle, dance floor at the back. the drinks weren't too badly priced, but they weren't very tasty... tokyo tea was way too sweet, and the bartender had a hard time comprehending ""vodka with pineapple juice"", and made it into a shot with a pineapple chaser.. oh well.

crowd here is older-ish.. not really my type of scene, but everyone was having fun. one thing i did like a lot was the music videos. it was cool since there was a dj, and the music videos mixed into each other as well as the music itself . pretty cool! not really sure how they did that. haha, i was fascinated.

anyhow, okay place.. but i'm not gunna lie, i'll come back for the cheaper drinks before i go out if i happen to be near sjbg.",4/13/2009,Tiffany W.,2,4,3,5,856,
"This place is cool, I guess. It's nothing too special just a regular bar with comfy sofas, out door seating w/ heating lamps and a small dance floor.

The bartenders were cool so were the drinks. They were strong but still tasty. I'm guess they were about $10-12 ish. 4 AMFs = $43? Something like that. The DJ was spinnin' some pretty cool beats.

Overall experience was cool. Crowded but not crazy packed.

I think the cover charge for guys was about $2-3 but free for the ladies. :)",4/12/2009,Patricia B.,3,0,0,0,227,
"s.j. bar and grill a spot to relax and enjoy life, lol.

my boy works security thier and i know a couple of bartenders thier so i got it good thier. if you ever thier and she a blonde big hooter bartender there sorry kimmie cant help it lol but yeah her name kimmie (kim-e), she is hella nice and funny she knows how to make aperson have fun she cool go to her make sure you guys and girls tip her good. the food i herd is good. and they got beer pong on tuesday's.",3/30/2009,JAYE m.,4,0,0,0,25,
Came Here On A thursday! I Pretty much had an ok experience! Service was good! Drinks Were Ok And Music Was Good!! However the crowd could be a hit or miss!!!,3/22/2009,Rafael G.,4,0,0,0,35,
"stopped in with a few friend during happy hour. friends got a pitcher of beer for $12, I got a stella for $3.50 not to bad!

place was empty but what do you expect at 4pm on a monday. good service, they did offer us menus should we want to order anything and came by another time just to check on us. We where there an hour so it was nice that they stop and checked.

might go back, might not.",3/18/2009,Rachel C.,3,0,0,0,143,
"Best Place to go when its your B-day!: Hey My girlfriends took me to this bar for my birthday, newly single it was a great atmosphere. There were mostly women than men there that night. Funny part was that all the guys had there backs against the wall, so It made it awkward when you had to pass them to go to the restroom. You felt like you were walking the runway for them, not that great. Oh yeah the reason why its the best place to go, is because when I showed them my ID, the bartender said you get free drinks, I was like woo hoo lets stay here ladies! anything for free drinks!", 3/13/2009 ,Nancy L.,4,0,0,0,155,
"Nancy L.the 2st time i came her was a few years back it was ok.

went here the other day.. got there early order drinks. the bar tender was koo made our drink. but my gfs drink was way too strong i was watching him make it about 3/4th of it was rum yea i want a strong drink but i want to taste what i freaking ordered. he was better off giving us a bottle than her drink. but i must say he did try and fix it. it was a lil better... but sill not good. she was champ and killed it off. well think aout coming here again",1/25/2009,RUBEN R.,2,0,0,0,76,
"I've been here a couple times.  Right next door to Tres Gringos.  Never paid cover here.  No dress code.  They got the rectangular shaped bar in the middle.  Never ordered food from here.  It's usually $20 for a pitcher of beer here.  I think they got around 20-30 beers on tap over here, so that's a good thing.  A little more pricey than Cluck U's or The Brit charges for pitchers of beer in downtown.

They got some hot bartenders and servers over here though.  The dance floor is pretty small in the back.  I've never stayed here long enough to see that floor get filled up though.

I think my friend's brother's band Philtered Soul used to perform here on Tuesday or Wednesday nights too.",1/10/2009,Cristobal T.,3,1,1,1,592,
"I should say it's always a good time when you go out with the boys.

Well it's always fun when occasions like these happen.

SJBG is a place to be on a wednesday night (wings and potater tots?)

Lots of times I consume more than enough alcohol when I go here which makes it much more funnier. (I wish I can elaborate!)

It just sucks when you have to pay cover (Fri-Sat)

Overall, its not too bad here. Not for the people who are looking to dance all night",12/29/2008,Herb R.,3,0,0,0,89,
"Need a drink on a Sunday night after 10pm?

Yeah. This place is open.  We had just seen a revival of Flower Drum song at AMTSJ and were in a good mood. Definitely not ready to end the night yet. We got to Gordon Biersch at about 9:30pm and had one drink each then left. We were walking around downtown looking for a place that was still open and were actually flagged down by the bar manager.

I haven't been here in a while but from what i remember, the couches that they have are gross and dirty, the music is just alright, and it does tend to attract the ghetto crowd. My encounters with people here weren't always the greatest, and I even remember some guys trying to actually start a fight with me and girlfriends because they wanted a chair from our table when my friend got up to have a smoke. I think my best times here were when there weren't that many people and it was the friend's I had with me that night  which made my time enjoyable.

I think they' were open until 2 that night, and there some rude and abnoxious people. There was a girl hatin in the bathroom... Not everyone is old enough to know the music from your era. And no... it is not chill to holla at the bartenders from across the bar for more drinks...

But getting past the small mindedness, in the end, we had a pretty good time. The manager and his bartender that night were friendly and talkative. They took us on a tour of great tasting but weak shots and came back often seeing of we were doing alright or if the guys we were talking to were bothering us. Jimmy the bartender, you are awesome. Since there weren't that many people, it was really just a good night to chat and have a drink with my friend marissa.

There are definitely other places i'd rather go, and i'd only go here if my friends really wanted to.",11/23/2008,Allison T.,2,2,2,3,15,
"I LOVE FOOTBALL... this past Monday the 49ers were playing the Cardinals. So my friends and I decided to go to the bar and watch. We were so excited to hang out, relax, order drinks, and cheer on our boys.

UNFORTUNATELY there are a lot of creepy guys there. In particular we had one creep stare at us non-stop. I asked nicely for him to stop and he wouldn't. Granted he was drunk but you'd think that an obese person could hold his liquor. I told him to stop 3 more times... very unsuccessful. It's not really the bars fault, just wish that the bouncers were keeping an eye on the ridiculously drunk creeps.

What can I say, typical bar... great prices during happy hour. $3.50 sliders... can't beat that. Food/beer is good and cheap.

+ DJ during half time
+ Big screen game coverage
+ Fantastic Happy Hour prices",11/14/2008,Alli J.,3,0,0,0,127,
"On Halloween night i visited San Jose Bar and Grill.  I had never been there before, I just moved to the area in August.  I called around 5:30 to ask if  they were charging a cover for that night, and was told that they  were not as long as people were in costume.  I showed up around 11pm and found that they were charging cover. I was not to happy but it was understandable since it was Halloween night.

Once I got into your bar my friends and I went to get a drink at the front of the bar, the bartender in a ghost busters coveralls, helped the people to the left of us, the people to the right of us, the people behind the people to the right of us, the people behind us, and all the while he would occasionally make eye contact with any one of me or my friends but quickly look away.

Finally, extremely frustrated I walked down the bar and order from another bartender, my friends stayed there and eventually attracted the attention of the bartender across the bar.  Let me be clear in all the time we spend waiting for the bartender in the ghost buster coveralls never helped us! At the same moment I was able to get the bartender down the bar to serve me.

I have to say the experience was one I will never go through ever again!  My roommate warned me that the bar wasn't great and I wish I had listened.  After waiting in line and paying cover, I wasn't interested in leaving since it was already late.  But that one bartender was so awful that I won't go back, in fact the whole experience was disappointing.  Unfortunately, voodoo lounge and tres gringos are tainted by association.",11/3/2008,Lisa K.,1,0,0,0,6,
"Keep in mind I came here early so I didn't get to enjoy the typical crowd. I had the bacon/cheddar sliders and they are good. I recommend the food here.

The service was adequate and she remembered to bill me separate from the rest of my group so I forgive her for the snotty attitude.",10/22/2008,Celeste B.,3,1,1,1,539,
"I prefer Tres but this place is cool too. Same crowd as Tres and they're affiliated with the same owner. No cover, no dress code, about the same priced drinks, and music. They're a lot better on their happy hour menu. Been here a few times for a friend's birthday and lingered our way through the whole evening of just staying at one spot. The crowd of girls that stop by and do a lil' booty-shakin' are pretty cute, well...not that I'm looking or anything.

HAPPY HOUR INFO:

When: Mondays-Fridays, 4pm-7pm

Food Menu: all $5

Mondays:
Teriyaki Chicken sliders
Chicken tenders
The classic burger

Tuesdays:
SJ Sliders
Mozzarella Sticks
Grilled Chicken sandwich

Wednesdays:
Chicken BLT Sliders
Calamari
BBQ Bacon Burger

Thursdays:
SJ Sliders
SJBG Chicken Wings
Crispy Chicken Sandwich

Fridays:
Philly Cheese steak sliders
Calamari
Bacon Cheese Burger

Drinks:
Domestic Beer $3
Microbrew $4

Domestic Bottles $3
Imported $4

Domestic Pitchers $12
Microbrew Pitchers $16

$1 off all premium drinks

$3.50 well drinks
$4.50 call drinks",10/13/2008,Fraulein C.,3,10,6,6,580,
"The truth is that 75% of the people that are here, originally wanted to go to Tres Gringos or some other bar close by but the line was too long.  In other words if Bar and Grill was a person, he or she would be: the last kid chosen in dodge ball, a pity-fuck, the person one calls as an act of desperation after getting stood up on prom night.

I was going to be a bitch and give the place 1 star for the small pathetic dance floor, limited music (it's almost as if the DJ was pretending to play his records/apple computer for show but rather, he is simply tuning in to Wild 94.9), and crowd (people who got kicked out of another bar because they were too sloppy, lazy people who don't want to wait in line (me), tres rejects, sleazy business men, my uncle, etc).

However, I've decided to raise it to 2.5 stars because big girls needs love too and because ALLISON the bartender is my favorite.  I told her to make me her favorite mixed drink and she straight up said, ""honey, I only do shots.""  Yes, Allison doesn't play.  Despite her confession she concocted a mixed drink for me that tasted good.  I asked her what it was and she told me she had no idea and just mixed a bunch of drinks.  It was something like a peach kamikaze with a raspberry bottom.   Yes, I like ""bitch drinks.""  So yes, 5 stars for Allison and that other bartender who drank with my group the whole night and 2.5 for the venue as a whole.",9/20/2008,Jacquelynne S.,2,5,8,4,347,
"somehow, everytime i make plans to do something better, i end up at the bar and grill.

overall, it's okay, it's not great or anything. i still don't understand the $5 cover charge on fridays and saturdays, especially because it's most definitely NOT worth it. but i got in for free on my birthday so i guess that was pretty cool.

the dj is alright, although one time my friend requested a girly song on my behalf (on her birthday, mind you), and the dj said ""sorry, i don't play those songs"". umm, okay.

the bathroom is always pretty gross. now obviously, how clean can a bathroom be on a friday night? but paper towels strewn across the floor aside, the floor is always damn, which gets the dirt from people's shoes all over the floor and it's just nasty. this might sound like something really trivial to bring up, but if you're a girl,  you're probably going to spend a few minutes in the bathroom, so this is something to keep in mind.

oh and another thing. how is it that every time i come here, the dance floor is infested with gross, greasy guys who think they're so slick and try to dance up on you when you clearly don't want to have anything to do with them?

it's not bad on weekdays though, to go in and watch a game. i like their tater tots.",8/4/2008,Joey T.,3,0,0,0,313,
"... my favorite time to come here is happy hour.
the food is yummy. still bar food, but at least it's tasty!

i don't have the problems most people do here. while it may be a bit pricey, it's a sports bar in downtown san jose. prices downtown are all pretty close (unless you were comparing dive bars to clubs or ""ultra"" lounges).

i've never had a problem with the security or the bartenders.
friday and saturday can get a little hairy at night. the wells only allow about 4 bartenders max and the more crowded it gets, the longer your drinks take. but hey, you're out on the weekend. enjoy yourself.",8/3/2008,brooke a,4,0,0,0,22,
"My fiance and I stopped by here for dinner before going to a show at The Improv across the street on Saturday night. He had a burger and I had NorCal Sliders..quite tasty, and the fries were very good. Sadly, the food was a hair overpriced, even for bar food (-1 star), and the service was VERY slow (-2 stars for walking past us multiple times while we were waiting to order, & not asking if we needed anything; the bartenders just milled around & chatted with each other more often than not). It was pretty quiet when we were there (around 7pm or so) so we didn't have any of the bouncer issues that other reviewers have..thank God for small favors.",7/7/2008,Jackie V.,2,0,0,0,104,
"** Friday Night Bar Review**
The last stop I had at this bar was a few years ago for a quick beer.  My impression of this place was ""whatever"".  Nothing to talk about.   But oh man... now they got me writing a nasty review of them on yelp.
I encountered shady bouncers who interrogated me and my friend, questioning to see if we are in fact underage, if  our IDs we presented were actually real and ours.  After over 5 minutes minutes of holding up the line we decided to take a walk somewhere else.  Never in my 8 years of bar hopping experience received this type of treatment.  I'm guessing they get a lot of underage hoodlums that try to sneak their way into this ghetto place? Whatever the case may be...they suck.",6/30/2008,Noly S.,1,1,1,1,86,
"I went out to this place twice. I don't think that I would go again...not my style of place...The crowd is very low class...The staff seems stressed out when they have too many orders and you have to wait for too long to get a drink. Also, people pick up fights in this place as well and I wouldn't even feel like dancing because of the people around me...The women are ugly, most of them overweight, and some are very old...like 45 or 50...I don't know what they are doing in a bar like that. The guys are too young...22 years old or so...There is no middle crowd...25 to 35...I will go there again only if I have to.",6/29/2008,Madalina C.,3,0,0,0,197,
"this place is weak sauce. I came here on 2 occasions. 1st time was for lunch and we didn't order drinks but the waitress demanded a major credit card from us before she lets us order. wtf? we just wanna sandwich and a burger. 2nd time i came here was during happy hr. drinks were semi-ok, sliders were surprisingly not bad if u like it drenched in oil.",6/26/2008,cj d.,1,1,0,0,24,
I didnt know i had to pay to get in... but it was whatever...Just 5 dollars.. quick line... there was SJPD inside.. for what? i dont know...  the DJ play ok music... it was a little too crowded  no dance floor.... and the drinks were cool... not too small... or watered down,6/1/2008,auburn j.,4,0,0,0,9,
"Decent watering hole with large bar, many flat screen tv's and good beer selection. Minus one star for slow bartenders. I was pleasantly surprised to learn that they have DirecTV with most sports packages so you are sure to catch whatever live game you are looking for. Met some nice people people and surprisingly the crowd was friendly not that ghetto. Unfortunately it turned into a raucous dance party towards the end of the nite.

I would recommend this place a jump off spot, not a all nite destination.",4/27/2008,John F.,3,0,0,0,35,
"Amazingly the food was great!  I extremely enjoyed the chicken sandwich.  The atmosphere is strange...I used to love this place but now had to ask if it was a gay bar.  To the bartender's dismay,  ""Why, what have you heard?"" he ensured us it was a normal bar.",4/11/2008,Noel M.,3,0,2,0,1406,
